,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,pH,sulphates,alcohol,label
14696,0,3,2,1,1,2,2,0,1
14697,0,3,2,1,1,2,2,1,1
14698,0,3,2,1,1,2,2,2,1
14699,0,3,2,1,1,2,2,3,1
14700,0,3,2,1,1,2,3,0,1
14701,0,3,2,1,1,2,3,1,1
14702,0,3,2,1,1,2,3,2,1
14703,0,3,2,1,1,2,3,3,1
14704,0,3,2,1,1,3,0,0,1
14705,0,3,2,1,1,3,0,1,1
14706,0,3,2,1,1,3,0,2,1
14707,0,3,2,1,1,3,0,3,1
14708,0,3,2,1,1,3,1,0,1
14709,0,3,2,1,1,3,1,1,1
14710,0,3,2,1,1,3,1,2,1
14711,0,3,2,1,1,3,1,3,1
14712,0,3,2,1,1,3,2,0,1
14713,0,3,2,1,1,3,2,1,1
14714,0,3,2,1,1,3,2,2,1
14715,0,3,2,1,1,3,2,3,1
14716,0,3,2,1,1,3,3,0,1
14717,0,3,2,1,1,3,3,1,1
14718,0,3,2,1,1,3,3,2,1
14719,0,3,2,1,1,3,3,3,1
14720,0,3,2,1,2,0,0,0,1
14721,0,3,2,1,2,0,0,1,1
14722,0,3,2,1,2,0,0,2,1
14723,0,3,2,1,2,0,0,3,1
14724,0,3,2,1,2,0,1,0,1
14725,0,3,2,1,2,0,1,1,1
14726,0,3,2,1,2,0,1,2,1
14727,0,3,2,1,2,0,1,3,1
14728,0,3,2,1,2,0,2,0,1
14729,0,3,2,1,2,0,2,1,1
14730,0,3,2,1,2,0,2,2,1
14731,0,3,2,1,2,0,2,3,1
14732,0,3,2,1,2,0,3,0,1
14733,0,3,2,1,2,0,3,1,1
14734,0,3,2,1,2,0,3,2,1
14735,0,3,2,1,2,0,3,3,1
14736,0,3,2,1,2,1,0,0,1
14737,0,3,2,1,2,1,0,1,1
14738,0,3,2,1,2,1,0,2,1
14739,0,3,2,1,2,1,0,3,1
14740,0,3,2,1,2,1,1,0,1
14741,0,3,2,1,2,1,1,1,1
14742,0,3,2,1,2,1,1,2,1
14743,0,3,2,1,2,1,1,3,1
14744,0,3,2,1,2,1,2,0,1
14745,0,3,2,1,2,1,2,1,1
14746,0,3,2,1,2,1,2,2,1
14747,0,3,2,1,2,1,2,3,1
14748,0,3,2,1,2,1,3,0,1
14749,0,3,2,1,2,1,3,1,1
14750,0,3,2,1,2,1,3,2,1
14751,0,3,2,1,2,1,3,3,1
14752,0,3,2,1,2,2,0,0,1
14753,0,3,2,1,2,2,0,1,1
14754,0,3,2,1,2,2,0,2,1
14755,0,3,2,1,2,2,0,3,1
14756,0,3,2,1,2,2,1,0,1
14757,0,3,2,1,2,2,1,1,1
14758,0,3,2,1,2,2,1,2,1
14759,0,3,2,1,2,2,1,3,1
14760,0,3,2,1,2,2,2,0,1
14761,0,3,2,1,2,2,2,1,1
14762,0,3,2,1,2,2,2,2,1
14763,0,3,2,1,2,2,2,3,1
14764,0,3,2,1,2,2,3,0,1
14765,0,3,2,1,2,2,3,1,1
14766,0,3,2,1,2,2,3,2,1
14767,0,3,2,1,2,2,3,3,1
14768,0,3,2,1,2,3,0,0,1
14769,0,3,2,1,2,3,0,1,1
14770,0,3,2,1,2,3,0,2,1
14771,0,3,2,1,2,3,0,3,1
14772,0,3,2,1,2,3,1,0,1
14773,0,3,2,1,2,3,1,1,1
14774,0,3,2,1,2,3,1,2,1
14775,0,3,2,1,2,3,1,3,1
14776,0,3,2,1,2,3,2,0,1
14777,0,3,2,1,2,3,2,1,1
14778,0,3,2,1,2,3,2,2,1
14779,0,3,2,1,2,3,2,3,1
14780,0,3,2,1,2,3,3,0,1
14781,0,3,2,1,2,3,3,1,1
14782,0,3,2,1,2,3,3,2,1
14783,0,3,2,1,2,3,3,3,1
14784,0,3,2,1,3,0,0,0,1
14785,0,3,2,1,3,0,0,1,1
14786,0,3,2,1,3,0,0,2,1
14787,0,3,2,1,3,0,0,3,1
14788,0,3,2,1,3,0,1,0,1
14789,0,3,2,1,3,0,1,1,1
14790,0,3,2,1,3,0,1,2,1
14791,0,3,2,1,3,0,1,3,1
14792,0,3,2,1,3,0,2,0,1
14793,0,3,2,1,3,0,2,1,1
14794,0,3,2,1,3,0,2,2,1
14795,0,3,2,1,3,0,2,3,1
14796,0,3,2,1,3,0,3,0,1
14797,0,3,2,1,3,0,3,1,1
14798,0,3,2,1,3,0,3,2,1
14799,0,3,2,1,3,0,3,3,1
14800,0,3,2,1,3,1,0,0,1
14801,0,3,2,1,3,1,0,1,1
14802,0,3,2,1,3,1,0,2,1
14803,0,3,2,1,3,1,0,3,1
14804,0,3,2,1,3,1,1,0,1
14805,0,3,2,1,3,1,1,1,1
14806,0,3,2,1,3,1,1,2,1
14807,0,3,2,1,3,1,1,3,1
14808,0,3,2,1,3,1,2,0,1
14809,0,3,2,1,3,1,2,1,1
14810,0,3,2,1,3,1,2,2,1
14811,0,3,2,1,3,1,2,3,1
14812,0,3,2,1,3,1,3,0,1
14813,0,3,2,1,3,1,3,1,1
14814,0,3,2,1,3,1,3,2,1
14815,0,3,2,1,3,1,3,3,1
14816,0,3,2,1,3,2,0,0,1
14817,0,3,2,1,3,2,0,1,1
14818,0,3,2,1,3,2,0,2,1
14819,0,3,2,1,3,2,0,3,1
14820,0,3,2,1,3,2,1,0,1
14821,0,3,2,1,3,2,1,1,1
14822,0,3,2,1,3,2,1,2,1
14823,0,3,2,1,3,2,1,3,1
14824,0,3,2,1,3,2,2,0,1
14825,0,3,2,1,3,2,2,1,1
14826,0,3,2,1,3,2,2,2,1
14827,0,3,2,1,3,2,2,3,1
14828,0,3,2,1,3,2,3,0,1
14829,0,3,2,1,3,2,3,1,1
14830,0,3,2,1,3,2,3,2,1
14831,0,3,2,1,3,2,3,3,1
14832,0,3,2,1,3,3,0,0,1
14833,0,3,2,1,3,3,0,1,1
14834,0,3,2,1,3,3,0,2,1
14835,0,3,2,1,3,3,0,3,1
14836,0,3,2,1,3,3,1,0,1
14837,0,3,2,1,3,3,1,1,1
14838,0,3,2,1,3,3,1,2,1
14839,0,3,2,1,3,3,1,3,1
14840,0,3,2,1,3,3,2,0,1
14841,0,3,2,1,3,3,2,1,1
14842,0,3,2,1,3,3,2,2,1
14843,0,3,2,1,3,3,2,3,1
14844,0,3,2,1,3,3,3,0,1
14845,0,3,2,1,3,3,3,1,1
14846,0,3,2,1,3,3,3,2,1
14847,0,3,2,1,3,3,3,3,1
14848,0,3,2,2,0,0,0,0,1
14849,0,3,2,2,0,0,0,1,1
14850,0,3,2,2,0,0,0,2,1
14851,0,3,2,2,0,0,0,3,1
14852,0,3,2,2,0,0,1,0,1
14853,0,3,2,2,0,0,1,1,1
14854,0,3,2,2,0,0,1,2,1
14855,0,3,2,2,0,0,1,3,1
14856,0,3,2,2,0,0,2,0,1
14857,0,3,2,2,0,0,2,1,1
14858,0,3,2,2,0,0,2,2,1
14859,0,3,2,2,0,0,2,3,1
14860,0,3,2,2,0,0,3,0,1
14861,0,3,2,2,0,0,3,1,1
14862,0,3,2,2,0,0,3,2,1
14863,0,3,2,2,0,0,3,3,1
14864,0,3,2,2,0,1,0,0,1
14865,0,3,2,2,0,1,0,1,1
14866,0,3,2,2,0,1,0,2,1
14867,0,3,2,2,0,1,0,3,1
14868,0,3,2,2,0,1,1,0,1
14869,0,3,2,2,0,1,1,1,1
14870,0,3,2,2,0,1,1,2,1
14871,0,3,2,2,0,1,1,3,1
14872,0,3,2,2,0,1,2,0,1
14873,0,3,2,2,0,1,2,1,1
14874,0,3,2,2,0,1,2,2,1
14875,0,3,2,2,0,1,2,3,1
14876,0,3,2,2,0,1,3,0,1
14877,0,3,2,2,0,1,3,1,1
14878,0,3,2,2,0,1,3,2,1
14879,0,3,2,2,0,1,3,3,1
14880,0,3,2,2,0,2,0,0,1
14881,0,3,2,2,0,2,0,1,1
14882,0,3,2,2,0,2,0,2,1
14883,0,3,2,2,0,2,0,3,1
14884,0,3,2,2,0,2,1,0,1
14885,0,3,2,2,0,2,1,1,1
14886,0,3,2,2,0,2,1,2,1
14887,0,3,2,2,0,2,1,3,1
14888,0,3,2,2,0,2,2,0,1
14889,0,3,2,2,0,2,2,1,1
14890,0,3,2,2,0,2,2,2,1
14891,0,3,2,2,0,2,2,3,1
14892,0,3,2,2,0,2,3,0,1
14893,0,3,2,2,0,2,3,1,1
14894,0,3,2,2,0,2,3,2,1
14895,0,3,2,2,0,2,3,3,1
14896,0,3,2,2,0,3,0,0,1
14897,0,3,2,2,0,3,0,1,1
14898,0,3,2,2,0,3,0,2,1
14899,0,3,2,2,0,3,0,3,1
14900,0,3,2,2,0,3,1,0,1
14901,0,3,2,2,0,3,1,1,1
14902,0,3,2,2,0,3,1,2,1
14903,0,3,2,2,0,3,1,3,1
14904,0,3,2,2,0,3,2,0,1
14905,0,3,2,2,0,3,2,1,1
14906,0,3,2,2,0,3,2,2,1
14907,0,3,2,2,0,3,2,3,1
14908,0,3,2,2,0,3,3,0,1
14909,0,3,2,2,0,3,3,1,1
14910,0,3,2,2,0,3,3,2,1
14911,0,3,2,2,0,3,3,3,1
14912,0,3,2,2,1,0,0,0,1
14913,0,3,2,2,1,0,0,1,1
14914,0,3,2,2,1,0,0,2,1
14915,0,3,2,2,1,0,0,3,1
14916,0,3,2,2,1,0,1,0,1
14917,0,3,2,2,1,0,1,1,1
14918,0,3,2,2,1,0,1,2,1
14919,0,3,2,2,1,0,1,3,1
14920,0,3,2,2,1,0,2,0,1
14921,0,3,2,2,1,0,2,1,1
14922,0,3,2,2,1,0,2,2,1
14923,0,3,2,2,1,0,2,3,1
14924,0,3,2,2,1,0,3,0,1
14925,0,3,2,2,1,0,3,1,1
14926,0,3,2,2,1,0,3,2,1
14927,0,3,2,2,1,0,3,3,1
14928,0,3,2,2,1,1,0,0,1
14929,0,3,2,2,1,1,0,1,1
14930,0,3,2,2,1,1,0,2,1
14931,0,3,2,2,1,1,0,3,1
14932,0,3,2,2,1,1,1,0,1
14933,0,3,2,2,1,1,1,1,1
14934,0,3,2,2,1,1,1,2,1
14935,0,3,2,2,1,1,1,3,1
14936,0,3,2,2,1,1,2,0,1
14937,0,3,2,2,1,1,2,1,1
14938,0,3,2,2,1,1,2,2,1
14939,0,3,2,2,1,1,2,3,1
14940,0,3,2,2,1,1,3,0,1
14941,0,3,2,2,1,1,3,1,1
14942,0,3,2,2,1,1,3,2,1
14943,0,3,2,2,1,1,3,3,1
14944,0,3,2,2,1,2,0,0,1
14945,0,3,2,2,1,2,0,1,1
14946,0,3,2,2,1,2,0,2,1
14947,0,3,2,2,1,2,0,3,1
14948,0,3,2,2,1,2,1,0,1
14949,0,3,2,2,1,2,1,1,1
14950,0,3,2,2,1,2,1,2,1
14951,0,3,2,2,1,2,1,3,1
14952,0,3,2,2,1,2,2,0,1
14953,0,3,2,2,1,2,2,1,1
14954,0,3,2,2,1,2,2,2,1
14955,0,3,2,2,1,2,2,3,1
14956,0,3,2,2,1,2,3,0,1
14957,0,3,2,2,1,2,3,1,1
14958,0,3,2,2,1,2,3,2,1
14959,0,3,2,2,1,2,3,3,1
14960,0,3,2,2,1,3,0,0,1
14961,0,3,2,2,1,3,0,1,1
14962,0,3,2,2,1,3,0,2,1
14963,0,3,2,2,1,3,0,3,1
14964,0,3,2,2,1,3,1,0,1
14965,0,3,2,2,1,3,1,1,1
14966,0,3,2,2,1,3,1,2,1
14967,0,3,2,2,1,3,1,3,1
14968,0,3,2,2,1,3,2,0,1
14969,0,3,2,2,1,3,2,1,1
14970,0,3,2,2,1,3,2,2,1
14971,0,3,2,2,1,3,2,3,1
14972,0,3,2,2,1,3,3,0,1
14973,0,3,2,2,1,3,3,1,1
14974,0,3,2,2,1,3,3,2,1
14975,0,3,2,2,1,3,3,3,1
14976,0,3,2,2,2,0,0,0,1
14977,0,3,2,2,2,0,0,1,1
14978,0,3,2,2,2,0,0,2,1
14979,0,3,2,2,2,0,0,3,1
14980,0,3,2,2,2,0,1,0,1
14981,0,3,2,2,2,0,1,1,1
14982,0,3,2,2,2,0,1,2,1
14983,0,3,2,2,2,0,1,3,1
14984,0,3,2,2,2,0,2,0,1
14985,0,3,2,2,2,0,2,1,1
14986,0,3,2,2,2,0,2,2,1
14987,0,3,2,2,2,0,2,3,1
14988,0,3,2,2,2,0,3,0,1
14989,0,3,2,2,2,0,3,1,1
14990,0,3,2,2,2,0,3,2,1
14991,0,3,2,2,2,0,3,3,1
14992,0,3,2,2,2,1,0,0,1
14993,0,3,2,2,2,1,0,1,1
14994,0,3,2,2,2,1,0,2,1
14995,0,3,2,2,2,1,0,3,1
14996,0,3,2,2,2,1,1,0,1
14997,0,3,2,2,2,1,1,1,1
14998,0,3,2,2,2,1,1,2,1
14999,0,3,2,2,2,1,1,3,1
15000,0,3,2,2,2,1,2,0,1
15001,0,3,2,2,2,1,2,1,1
15002,0,3,2,2,2,1,2,2,1
15003,0,3,2,2,2,1,2,3,1
15004,0,3,2,2,2,1,3,0,1
15005,0,3,2,2,2,1,3,1,1
15006,0,3,2,2,2,1,3,2,1
15007,0,3,2,2,2,1,3,3,1
15008,0,3,2,2,2,2,0,0,1
15009,0,3,2,2,2,2,0,1,1
15010,0,3,2,2,2,2,0,2,1
15011,0,3,2,2,2,2,0,3,1
15012,0,3,2,2,2,2,1,0,1
15013,0,3,2,2,2,2,1,1,1
15014,0,3,2,2,2,2,1,2,1
15015,0,3,2,2,2,2,1,3,1
15016,0,3,2,2,2,2,2,0,1
15017,0,3,2,2,2,2,2,1,1
15018,0,3,2,2,2,2,2,2,1
15019,0,3,2,2,2,2,2,3,1
15020,0,3,2,2,2,2,3,0,1
15021,0,3,2,2,2,2,3,1,1
15022,0,3,2,2,2,2,3,2,1
15023,0,3,2,2,2,2,3,3,1
15024,0,3,2,2,2,3,0,0,1
15025,0,3,2,2,2,3,0,1,1
15026,0,3,2,2,2,3,0,2,1
15027,0,3,2,2,2,3,0,3,1
15028,0,3,2,2,2,3,1,0,1
15029,0,3,2,2,2,3,1,1,1
15030,0,3,2,2,2,3,1,2,1
15031,0,3,2,2,2,3,1,3,1
15032,0,3,2,2,2,3,2,0,1
15033,0,3,2,2,2,3,2,1,1
15034,0,3,2,2,2,3,2,2,1
15035,0,3,2,2,2,3,2,3,1
15036,0,3,2,2,2,3,3,0,1
15037,0,3,2,2,2,3,3,1,1
15038,0,3,2,2,2,3,3,2,1
15039,0,3,2,2,2,3,3,3,1
15040,0,3,2,2,3,0,0,0,1
15041,0,3,2,2,3,0,0,1,1
15042,0,3,2,2,3,0,0,2,1
15043,0,3,2,2,3,0,0,3,1
15044,0,3,2,2,3,0,1,0,1
15045,0,3,2,2,3,0,1,1,1
15046,0,3,2,2,3,0,1,2,1
15047,0,3,2,2,3,0,1,3,1
15048,0,3,2,2,3,0,2,0,1
15049,0,3,2,2,3,0,2,1,1
15050,0,3,2,2,3,0,2,2,1
15051,0,3,2,2,3,0,2,3,1
15052,0,3,2,2,3,0,3,0,1
15053,0,3,2,2,3,0,3,1,1
15054,0,3,2,2,3,0,3,2,1
15055,0,3,2,2,3,0,3,3,1
15056,0,3,2,2,3,1,0,0,1
15057,0,3,2,2,3,1,0,1,1
15058,0,3,2,2,3,1,0,2,1
15059,0,3,2,2,3,1,0,3,1
15060,0,3,2,2,3,1,1,0,1
15061,0,3,2,2,3,1,1,1,1
15062,0,3,2,2,3,1,1,2,1
15063,0,3,2,2,3,1,1,3,1
15064,0,3,2,2,3,1,2,0,1
15065,0,3,2,2,3,1,2,1,1
15066,0,3,2,2,3,1,2,2,1
15067,0,3,2,2,3,1,2,3,1
15068,0,3,2,2,3,1,3,0,1
15069,0,3,2,2,3,1,3,1,1
15070,0,3,2,2,3,1,3,2,1
15071,0,3,2,2,3,1,3,3,1
15072,0,3,2,2,3,2,0,0,1
15073,0,3,2,2,3,2,0,1,1
15074,0,3,2,2,3,2,0,2,1
15075,0,3,2,2,3,2,0,3,1
15076,0,3,2,2,3,2,1,0,1
15077,0,3,2,2,3,2,1,1,1
15078,0,3,2,2,3,2,1,2,1
15079,0,3,2,2,3,2,1,3,1
15080,0,3,2,2,3,2,2,0,1
15081,0,3,2,2,3,2,2,1,1
15082,0,3,2,2,3,2,2,2,1
15083,0,3,2,2,3,2,2,3,1
15084,0,3,2,2,3,2,3,0,1
15085,0,3,2,2,3,2,3,1,1
15086,0,3,2,2,3,2,3,2,1
15087,0,3,2,2,3,2,3,3,1
15088,0,3,2,2,3,3,0,0,1
15089,0,3,2,2,3,3,0,1,1
15090,0,3,2,2,3,3,0,2,1
15091,0,3,2,2,3,3,0,3,1
15092,0,3,2,2,3,3,1,0,1
15093,0,3,2,2,3,3,1,1,1
15094,0,3,2,2,3,3,1,2,1
15095,0,3,2,2,3,3,1,3,1
15096,0,3,2,2,3,3,2,0,1
15097,0,3,2,2,3,3,2,1,1
15098,0,3,2,2,3,3,2,2,1
15099,0,3,2,2,3,3,2,3,1
15100,0,3,2,2,3,3,3,0,1
15101,0,3,2,2,3,3,3,1,1
15102,0,3,2,2,3,3,3,2,1
15103,0,3,2,2,3,3,3,3,1
15104,0,3,2,3,0,0,0,0,1
15105,0,3,2,3,0,0,0,1,1
15106,0,3,2,3,0,0,0,2,1
15107,0,3,2,3,0,0,0,3,1
15108,0,3,2,3,0,0,1,0,1
15109,0,3,2,3,0,0,1,1,1
15110,0,3,2,3,0,0,1,2,1
15111,0,3,2,3,0,0,1,3,1
15112,0,3,2,3,0,0,2,0,1
15113,0,3,2,3,0,0,2,1,1
15114,0,3,2,3,0,0,2,2,1
15115,0,3,2,3,0,0,2,3,1
15116,0,3,2,3,0,0,3,0,1
15117,0,3,2,3,0,0,3,1,1
15118,0,3,2,3,0,0,3,2,1
15119,0,3,2,3,0,0,3,3,1
15120,0,3,2,3,0,1,0,0,1
15121,0,3,2,3,0,1,0,1,1
15122,0,3,2,3,0,1,0,2,1
15123,0,3,2,3,0,1,0,3,1
15124,0,3,2,3,0,1,1,0,1
15125,0,3,2,3,0,1,1,1,1
15126,0,3,2,3,0,1,1,2,1
15127,0,3,2,3,0,1,1,3,1
15128,0,3,2,3,0,1,2,0,1
15129,0,3,2,3,0,1,2,1,1
15130,0,3,2,3,0,1,2,2,1
15131,0,3,2,3,0,1,2,3,1
15132,0,3,2,3,0,1,3,0,1
15133,0,3,2,3,0,1,3,1,1
15134,0,3,2,3,0,1,3,2,1
15135,0,3,2,3,0,1,3,3,1
15136,0,3,2,3,0,2,0,0,1
15137,0,3,2,3,0,2,0,1,1
15138,0,3,2,3,0,2,0,2,1
15139,0,3,2,3,0,2,0,3,1
15140,0,3,2,3,0,2,1,0,1
15141,0,3,2,3,0,2,1,1,1
15142,0,3,2,3,0,2,1,2,1
15143,0,3,2,3,0,2,1,3,1
15144,0,3,2,3,0,2,2,0,1
15145,0,3,2,3,0,2,2,1,1
15146,0,3,2,3,0,2,2,2,1
15147,0,3,2,3,0,2,2,3,1
15148,0,3,2,3,0,2,3,0,1
15149,0,3,2,3,0,2,3,1,1
15150,0,3,2,3,0,2,3,2,1
15151,0,3,2,3,0,2,3,3,1
15152,0,3,2,3,0,3,0,0,1
15153,0,3,2,3,0,3,0,1,1
15154,0,3,2,3,0,3,0,2,1
15155,0,3,2,3,0,3,0,3,1
15156,0,3,2,3,0,3,1,0,1
15157,0,3,2,3,0,3,1,1,1
15158,0,3,2,3,0,3,1,2,1
15159,0,3,2,3,0,3,1,3,1
15160,0,3,2,3,0,3,2,0,1
15161,0,3,2,3,0,3,2,1,1
15162,0,3,2,3,0,3,2,2,1
15163,0,3,2,3,0,3,2,3,1
15164,0,3,2,3,0,3,3,0,1
15165,0,3,2,3,0,3,3,1,1
15166,0,3,2,3,0,3,3,2,1
15167,0,3,2,3,0,3,3,3,1
15168,0,3,2,3,1,0,0,0,1
15169,0,3,2,3,1,0,0,1,1
15170,0,3,2,3,1,0,0,2,1
15171,0,3,2,3,1,0,0,3,1
15172,0,3,2,3,1,0,1,0,1
15173,0,3,2,3,1,0,1,1,1
15174,0,3,2,3,1,0,1,2,1
15175,0,3,2,3,1,0,1,3,1
15176,0,3,2,3,1,0,2,0,1
15177,0,3,2,3,1,0,2,1,1
15178,0,3,2,3,1,0,2,2,1
15179,0,3,2,3,1,0,2,3,1
15180,0,3,2,3,1,0,3,0,1
15181,0,3,2,3,1,0,3,1,1
15182,0,3,2,3,1,0,3,2,1
15183,0,3,2,3,1,0,3,3,1
15184,0,3,2,3,1,1,0,0,1
15185,0,3,2,3,1,1,0,1,1
15186,0,3,2,3,1,1,0,2,1
15187,0,3,2,3,1,1,0,3,1
15188,0,3,2,3,1,1,1,0,1
15189,0,3,2,3,1,1,1,1,1
15190,0,3,2,3,1,1,1,2,1
15191,0,3,2,3,1,1,1,3,1
15192,0,3,2,3,1,1,2,0,1
15193,0,3,2,3,1,1,2,1,1
15194,0,3,2,3,1,1,2,2,1
15195,0,3,2,3,1,1,2,3,1
15196,0,3,2,3,1,1,3,0,1
15197,0,3,2,3,1,1,3,1,1
15198,0,3,2,3,1,1,3,2,1
15199,0,3,2,3,1,1,3,3,1
15200,0,3,2,3,1,2,0,0,1
15201,0,3,2,3,1,2,0,1,1
15202,0,3,2,3,1,2,0,2,1
15203,0,3,2,3,1,2,0,3,1
15204,0,3,2,3,1,2,1,0,1
15205,0,3,2,3,1,2,1,1,1
15206,0,3,2,3,1,2,1,2,1
15207,0,3,2,3,1,2,1,3,1
15208,0,3,2,3,1,2,2,0,1
15209,0,3,2,3,1,2,2,1,1
15210,0,3,2,3,1,2,2,2,1
15211,0,3,2,3,1,2,2,3,1
15212,0,3,2,3,1,2,3,0,1
15213,0,3,2,3,1,2,3,1,1
15214,0,3,2,3,1,2,3,2,1
15215,0,3,2,3,1,2,3,3,1
15216,0,3,2,3,1,3,0,0,1
15217,0,3,2,3,1,3,0,1,1
15218,0,3,2,3,1,3,0,2,1
15219,0,3,2,3,1,3,0,3,1
15220,0,3,2,3,1,3,1,0,1
15221,0,3,2,3,1,3,1,1,1
15222,0,3,2,3,1,3,1,2,1
15223,0,3,2,3,1,3,1,3,1
15224,0,3,2,3,1,3,2,0,1
15225,0,3,2,3,1,3,2,1,1
15226,0,3,2,3,1,3,2,2,1
15227,0,3,2,3,1,3,2,3,1
15228,0,3,2,3,1,3,3,0,1
15229,0,3,2,3,1,3,3,1,1
15230,0,3,2,3,1,3,3,2,1
15231,0,3,2,3,1,3,3,3,1
15232,0,3,2,3,2,0,0,0,1
15233,0,3,2,3,2,0,0,1,1
15234,0,3,2,3,2,0,0,2,1
15235,0,3,2,3,2,0,0,3,1
15236,0,3,2,3,2,0,1,0,1
15237,0,3,2,3,2,0,1,1,1
15238,0,3,2,3,2,0,1,2,1
15239,0,3,2,3,2,0,1,3,1
15240,0,3,2,3,2,0,2,0,1
15241,0,3,2,3,2,0,2,1,1
15242,0,3,2,3,2,0,2,2,1
15243,0,3,2,3,2,0,2,3,1
15244,0,3,2,3,2,0,3,0,1
15245,0,3,2,3,2,0,3,1,1
15246,0,3,2,3,2,0,3,2,1
15247,0,3,2,3,2,0,3,3,1
15248,0,3,2,3,2,1,0,0,1
15249,0,3,2,3,2,1,0,1,1
15250,0,3,2,3,2,1,0,2,1
15251,0,3,2,3,2,1,0,3,1
15252,0,3,2,3,2,1,1,0,1
15253,0,3,2,3,2,1,1,1,1
15254,0,3,2,3,2,1,1,2,1
15255,0,3,2,3,2,1,1,3,1
15256,0,3,2,3,2,1,2,0,1
15257,0,3,2,3,2,1,2,1,1
15258,0,3,2,3,2,1,2,2,1
15259,0,3,2,3,2,1,2,3,1
15260,0,3,2,3,2,1,3,0,1
15261,0,3,2,3,2,1,3,1,1
15262,0,3,2,3,2,1,3,2,1
15263,0,3,2,3,2,1,3,3,1
15264,0,3,2,3,2,2,0,0,1
15265,0,3,2,3,2,2,0,1,1
15266,0,3,2,3,2,2,0,2,1
15267,0,3,2,3,2,2,0,3,1
15268,0,3,2,3,2,2,1,0,1
15269,0,3,2,3,2,2,1,1,1
15270,0,3,2,3,2,2,1,2,1
15271,0,3,2,3,2,2,1,3,1
15272,0,3,2,3,2,2,2,0,1
15273,0,3,2,3,2,2,2,1,1
15274,0,3,2,3,2,2,2,2,1
15275,0,3,2,3,2,2,2,3,1
15276,0,3,2,3,2,2,3,0,1
15277,0,3,2,3,2,2,3,1,1
15278,0,3,2,3,2,2,3,2,1
15279,0,3,2,3,2,2,3,3,1
15280,0,3,2,3,2,3,0,0,1
15281,0,3,2,3,2,3,0,1,1
15282,0,3,2,3,2,3,0,2,1
15283,0,3,2,3,2,3,0,3,1
15284,0,3,2,3,2,3,1,0,1
15285,0,3,2,3,2,3,1,1,1
15286,0,3,2,3,2,3,1,2,1
15287,0,3,2,3,2,3,1,3,1
15288,0,3,2,3,2,3,2,0,1
15289,0,3,2,3,2,3,2,1,1
15290,0,3,2,3,2,3,2,2,1
15291,0,3,2,3,2,3,2,3,1
15292,0,3,2,3,2,3,3,0,1
15293,0,3,2,3,2,3,3,1,1
15294,0,3,2,3,2,3,3,2,1
15295,0,3,2,3,2,3,3,3,1
15296,0,3,2,3,3,0,0,0,1
15297,0,3,2,3,3,0,0,1,1
15298,0,3,2,3,3,0,0,2,1
15299,0,3,2,3,3,0,0,3,1
15300,0,3,2,3,3,0,1,0,1
15301,0,3,2,3,3,0,1,1,1
15302,0,3,2,3,3,0,1,2,1
15303,0,3,2,3,3,0,1,3,1
15304,0,3,2,3,3,0,2,0,1
15305,0,3,2,3,3,0,2,1,1
15306,0,3,2,3,3,0,2,2,1
15307,0,3,2,3,3,0,2,3,1
15308,0,3,2,3,3,0,3,0,1
15309,0,3,2,3,3,0,3,1,1
15310,0,3,2,3,3,0,3,2,1
15311,0,3,2,3,3,0,3,3,1
15312,0,3,2,3,3,1,0,0,1
15313,0,3,2,3,3,1,0,1,1
15314,0,3,2,3,3,1,0,2,1
15315,0,3,2,3,3,1,0,3,1
15316,0,3,2,3,3,1,1,0,1
15317,0,3,2,3,3,1,1,1,1
15318,0,3,2,3,3,1,1,2,1
15319,0,3,2,3,3,1,1,3,1
15320,0,3,2,3,3,1,2,0,1
15321,0,3,2,3,3,1,2,1,1
15322,0,3,2,3,3,1,2,2,1
15323,0,3,2,3,3,1,2,3,1
15324,0,3,2,3,3,1,3,0,1
15325,0,3,2,3,3,1,3,1,1
15326,0,3,2,3,3,1,3,2,1
15327,0,3,2,3,3,1,3,3,1
15328,0,3,2,3,3,2,0,0,1
15329,0,3,2,3,3,2,0,1,1
15330,0,3,2,3,3,2,0,2,1
15331,0,3,2,3,3,2,0,3,1
15332,0,3,2,3,3,2,1,0,1
15333,0,3,2,3,3,2,1,1,1
15334,0,3,2,3,3,2,1,2,1
15335,0,3,2,3,3,2,1,3,1
15336,0,3,2,3,3,2,2,0,1
15337,0,3,2,3,3,2,2,1,1
15338,0,3,2,3,3,2,2,2,1
15339,0,3,2,3,3,2,2,3,1
15340,0,3,2,3,3,2,3,0,1
15341,0,3,2,3,3,2,3,1,1
15342,0,3,2,3,3,2,3,2,1
15343,0,3,2,3,3,2,3,3,1
15344,0,3,2,3,3,3,0,0,1
15345,0,3,2,3,3,3,0,1,1
15346,0,3,2,3,3,3,0,2,1
15347,0,3,2,3,3,3,0,3,1
15348,0,3,2,3,3,3,1,0,1
15349,0,3,2,3,3,3,1,1,1
15350,0,3,2,3,3,3,1,2,1
15351,0,3,2,3,3,3,1,3,1
15352,0,3,2,3,3,3,2,0,1
15353,0,3,2,3,3,3,2,1,1
15354,0,3,2,3,3,3,2,2,1
15355,0,3,2,3,3,3,2,3,1
15356,0,3,2,3,3,3,3,0,1
15357,0,3,2,3,3,3,3,1,1
15358,0,3,2,3,3,3,3,2,1
